id,solution
0093,419832675852674193673519482926748351341925867785163249567281934138497526294356718
0094,346795218257861493189324765914587326578632149632419587465278931793146852821953674
0095,583412697764958132192367854957643218641289573328175469276891345815734926439526781
0096,712986453849375261356412798284567139573149826691238547465791382138624975927853614
0097,584276319791453628263189457179638542456721893832594761915367284647812935328945176
0098,425613798976582143813947652392764815541298367687351924259836471168475239734129586
0099,593618274218794653746325819821956347354287196967431528672143985135879462489562731
0100,726438591138569724945127638613795842892346157574281369457913286369872415281654973
0101,729613485468957312513248769851364927372591846946872531135429678687135294294786153
0102,354812796267593184918674532683125479149738265725469813491357628872946351536281947
0103,136945782547832196829716543213694875684157239975283461758361924462579318391428657
0104,614378925973251864285694173791825346528463719436719582352147698847936251169582437
0105,453286197812937564697154238741823956538691472926475381279548613185362749364719825
0106,532914687187652439649783152478361295956827341213495876395146728721538964864279513
0107,465173928783926541291584367316257489978641235524398716842715693659832174137469852
0108,627453189581796234934218765243971658198625347765834921812569473356147892479382516
0109,235469178198573426467821593354298761621735984789146352516984237842357619973612845
0110,324987615957612438681354792816529374739468251542173869268791543173245986495836127
0111,546871932793246518218359476329617854674538129851492367132784695465923781987165243
0112,971546832365872419248193657612759384753284196489361725537628941896415273124937568
0113,283674915971325468456918237645897123137246859892153674329581746768432591514769382
0114,369541278482763915517298436248356197956417382731982654675134829124879563893625741
0115,915483267734261859286579413162894735349725186857136924591642378673918542428357691
0116,256179843879364512134258769345781926927643158681925374492817635518436297763592481
0117,417298365265374891893561274632159748984732156571846923326985417158427639749613582
0118,137264598285971643694385217946718325872453169351629784413596872528147936769832451
0119,196854273457132968823976541542718396371695482968243715785369124214587639639421857
0120,842957316365418972791263584659172438287394165134685729923841657478536291516729843
0121,672931458913548672854726391361894725598273146247165839789412563435689217126357984
0122,876134295259876134143592876918653742725418369364927518687345921592761483431289657
0123,716249538932758146458316279829537461541962387367184925174693852293875614685421793
0124,316527894259648137847193562528716943971834256634259781163975428785462319492381675
0125,612479583874635912935812476329158764458726139761943825586397241197264358243581697
0126,468529137293167584715843962632475819879612345154398726926781453541936278387254691
0127,318257469574369281269418537923574816145683972687921345752846193496135728831792654
0128,147825936693471285528936417784369152216758394359214678432597861865143729971682543
0129,238156497765493812914278356497861235823945671651327984149732568386514729572689143
0130,274839651519762834386451729657928413432517986891346275763295148925184367148673592
0131,592731486813264957746589231385642719927153864164978523638427195451896372279315648
0132,974826531215973846386145297493658712657231984821794653738512469162489375549367128
0133,478162395391845672265793148623971854149358267857624913736589421912437586584216739
0134,653789412729415638481326975965138247238574196174962583897651324316247859542893761
0135,481675923592381647763492158148537296325916784976824315634259871819743562257168439
0136,269145378571382694384976125935827461627451839418639752193268547742513986856794213
0137,469378152752961438813254976297643581648195327531827694374586219126739845985412763
0138,435928176287651934619347285128465793376219548954873621841796352593182467762534819
0139,568172943412639758937854162189527436643918275725463819394785621271396584856241397
0140,594312876317856249286497153458173962623948517971265438769581324835624791142739685
0141,983647215671925384542318679354261897817539462296784531429876153738152946165493728
0142,378512964145963827926874531483251679617489352592637418831745296254196783769328145
0143,541386792278194635396725481485263179637951824912478563759842316124637958863519247
0144,738142965416985273925763184241698537389574612657231498164857329572319846893426751
0145,783914265942685317561273498654831729298567134317429586426358971139746852875192643
0146,239681754468257931175394628654723189781965243392418576526849317947132865813576492
0147,472913685935648172186257493543891726698732541721465938259376814864129357317584269
0148,634725981275891436189643527791258364348169752526374819857912643913486275462537198
0149,195748623267139584384526971748613259916275348532984716459862137673451892821397465
0150,831657294456289137792413865245978316367521489189364572518746923974132658623895741
0151,471638295632945781598271364219763548386452917745819623854326179923187456167594832
0152,283469751597318642461275839845792316719536284326184975672841593934657128158923467
0153,452938761786214395193657248934561827561782934278349156647823519825196473319475682
0154,589241637132567489476398215625174398794823561813659742358412976247986153961735824
0155,769834125318725964524691873431972658892563741675418392983256417246187539157349286
0156,971263584564718293832954716283647159716895342495132678329581467657429831148376925
0157,564739182239418657178526493485173269621985374793642815847351926316297548952864731
0158,671325984245819736389746215416597823923684571758132649864253197197468352532971468
0159,792865431153497268846312975478629513619753824235184796587231649364978152921546387
0160,628574931457391628913862475562738149784159362391426857835947216146285793279613584
0161,257194386483576291916283547549731862632458179871962435328619754794825613165347928
0162,713945628286173945495862173162394587937528416548617239629781354371459862854236791
0163,136594872729138465854762391247815936961423758385976214413687529678259143592341687
0164,742936158319825476856471932197258643623749581485613297964187325238564719571392864
0165,179452683642387195358619427834526719721893564596741238415968372967234851283175946
0166,567298341491573862823146975782934516356712498149685723614359287975821634238467159
0167,357462891261789354498351762724135986835694217916827435182543679543976128679218543
0168,586491723219537684437286951194853267672914538853672419965148372341725896728369145
0169,213895764946137258875246139784361925562984317391572846628753491159428673437619582
0170,136287945845196723927453168589324617672815439314679852498562371261738594753941286
0171,978432156153687249246591783831945672724168395695273814567829431489316527312754968
0172,653987412147326895892541637921754386436218759785693124514862973278439561369175248
0173,852379146349186275671254938287945613164732859935618724596421387413897562728563491
0174,241568397539172468768394125123746859986253741475981236854637912617429583392815674
0175,187642395546398217329157684862734159453961872971285436798423561215876943634519728
0176,498215376352674891761839452915427638836591724247368915689153247523746189174982563
0177,395217846846953127721864935638572491159486273472391658213645789964738512587129364
0178,287456931453981276916372584729568143368149725541237698694825317872613459135794862
0179,248693715657814293931725846576932184319478562482561937163287459794156328825349671
0180,389251476261437985547698132726849351194365827853712649415923768938576214672184593
0181,827359416145762839936814752784123695512697348693548127271936584458271963369485271
0182,195463728482179653367582491973651284846237915251894376638725149719348562524916837
0183,617235894523948716489176532148623957356897241792514683934752168875361429261489375
0184,973418562648235791125769348492651873516873429837924156261347985759186234384592617
0185,862174359974583162513692748426819573758326491139745286695237814287461935341958627
0186,293651478156487392874239615721893546549126837368574921637915284412368759985742163
0187,398142675567983412421675839674351928185429763932867541216594387853716294749238156
0188,526473189138269754947185263813652947295347618674918325361894572789521436452736891
0189,637254198218679435459813267324598671976142583581736924842361759793425816165987342
0190,489516327263487951751239846832764519697125483514398672176843295345972168928651734
0191,145386297938742615762591384394165728621837459587924136279653841456218973813479562
0192,587926314642137598193845267456791832379268451821354976735412689914683725268579143
0193,436875921598123647712964583654781392173492856289356174861547239927638415345219768
0194,834162957569874312217539864795321486146785293382496571471953628653218749928647135
0195,562187943149356872783924156421593687937861524658742391394215768816479235275638419
0196,582647319319258674674931852138495726956723148427186935841362597795814263263579481
0197,348629517917458362562713489731895246624371895859246731485967123276134958193582674
0198,679428153824315967351769824732894615485631279916257438243976581568143792197582346
0199,271493856694815723835672149743256918126987435958134672487329561369541287512768394
0200,271356894469278135385941627623897451957614283814523976132769548548132769796485312
0201,278516934193874652564329871985163247326947518417285369841652793759438126632791485
0202,167348952854962317293175684672859143418623795539417826786294531945731268321586479
0203,642571398389246715715983624976315482421897536853462179568139247234758961197624853
0204,823947156759612483164385729975423861418569372236178594597234618381796245642851937
0205,518237469476598312239416758657921834391684275824753691962875143145362987783149526
0206,679435128421968735385127649542873916937516482816294357158749263764352891293681574
0207,874539162512678943369142875798256314146397258253481697927865431631724589485913726
0208,756432981938716542412958736561287394284395167379164825845679213127843659693521478
0209,816927543495386721732451869658132497129745386374698152561274938987563214243819675
0210,253769184946831572781452639138645297695278413472913865827194356364587921519326748
0211,842631759957248136361795248735129684198564372624387591416973825283456917579812463
0212,726135948139846725854297136278519364391684572645372891482753619913468257567921483
0213,641293875275816394398754126412638957956172483783945612827369541134587269569421738
0214,159863427487521936362479581648135792215987364793642158831294675924756813576318249
0215,917432856386175492542896137735218964628954371491367528154729683879643215263581749
0216,584321697721469583369578124672145938813697245495283761146732859258914376937856412
0217,928746153165382749347159826894567312753218694216493578539821467671934285482675931
0218,963284751417359286825167439139572648276841593548936127681495372352718964794623815
0219,912465378857123469634789215379812654248576193165934827783291546526347981491658732
0220,397164528516827943284593617851972436429638175673415892768241359942356781135789264
0221,912584673456739821738162495693421758185397246247856319864975132521643987379218564
0222,597318624684972513132564789726193845953847162418256397369721458845639271271485936
0223,836521947714396825295478136159267384462835791387149652941753268628914573573682419
0224,142765839769138524538429761314576298286394175957812346425687913691253487873941652
0225,714238965935647128682591347591763284873425691246189573459372816168954732327816459
0226,813624975652971483974385261126859734738246519549137826365798142297413658481562397
0227,593864721261739458748521639416295387329678145857143296982317564675482913134956872
0228,425713869387569241169248357894172536573694182612835794251486973948327615736951428
0229,687251943325948761149376852761893524458712396932465187816527439574639218293184675
0230,561483729942671385873295416786549132394128567125736894637914258219857643458362971
0231,843257961216894735579361428451679283367128549928435617685912374734586192192743856
0232,485796231791235684263418957178324596346957812529681743837542169654179328912863475
0233,529348671417569832836712954374295168168473295295186743682954317743621589951837426
0234,582796143647183295913542768251839674396475821478621539764958312135264987829317456
0235,261593847593748162847621539615234978472986315938175624359462781784319256126857493
0236,794165382836429517251738946528643179479281653613957824982576431145392768367814295
0237,213947658678253914954861723547186392196432875832579461781395246465728139329614587
0238,527348169819265437346917582932681745658724391471593826283179654195436278764852913
0239,931568724856274913427931685243197856518346279679852341185623497394785162762419538
0240,821345679763981524594726318376412985285639147149857236638194752457263891912578463
0241,592178634631492857748536219953217486286954173417683592365829741874361925129745368
0242,147932586382456791695781432571693248423817659869524317716349825938265174254178963
0243,791342568856719342432586917379851624215463789648297135527138496164925873983674251
0244,682345197957261834143789625761934582234518769598672341426857913379126458815493276
0245,657342189918567432423891657539416728286735914741928563874153296365279841192684375
0246,697832451582149736134756829856274193413965287279318564321687945965421378748593612
0247,967345281183296475542781936439617528825934617716528394374152869698473152251869743
0248,416295378382471695795638421957162834621384759834759216269813547173546982548927163
0249,453167298198325476762984153381492567927516384645873912874259631219638745536741829
0250,982647531347518962156329847623874195579162384418953276864235719795481623231796458
0251,185234697976185423423976185614859372392741856758362941831597264247618539569423718
0252,264973815178425693953618472629754138381269754547381926416592387792836541835147269
0253,651342798293687541478159632584296317736518924912734865125973486869425173347861259
0254,681437259475192386329586471257814693163759842894263715532978164948621537716345928
0255,526314879378695142194872653643751928219486537857923416761538294985247361432169785
0256,792568314534719682816342759325481976168297543947635128681974235273856491459123867
0257,283641975517938462649275831928513647164789253375426189792364518451897326836152794
0258,436819572782543619951672834547296183698351247213784965364125798829467351175938426
0259,346982175192765384587314926813596247925847613764231859471629538239458761658173492
0260,753649128219873546684152739576928413138467952942531687365294871897315264421786395
0261,284963517379512846615874293942187365836459721751236984463728159127695438598341672
0262,156873942793241685842659137419732856385964271267185394628597413974316528531428769
0263,824365179597182634163497852316829745948753261275614398631548927759231486482976513
0264,872541936346987152915326487493172865721658394658439271237864519569213748184795623
0265,259834167678125943134967258521348679463279815987651432815493726342786591796512384
0266,926187543157934682348265179582749361439612857671853924295378416813426795764591238
0267,345219867796834512281567943578192436134685729629743158467358291853921674912476385
0268,785241936129368457436975281964752813873619542512834769291586374348127695657493128
0269,689712453273594816154683297316928745592437681847156329765241938431869572928375164
0270,596218743324795618817643952783561294652984137149372586435126879961837425278459361
0271,139254687265781943874369512382197465546832179917645238653428791728916354491573826
0272,876951423123476985945283761418639257592147836637528149764895312381762594259314678
0273,384752916217896543596413827952134678641578392738629451169285734425367189873941265
0274,819365427652749138734218659325476891967182543148953276481597362296834715573621984
0275,826145937371289546459367281582713469197654823634928175965472318743891652218536794
0276,967348125218957463435216879352789614894621357176534298783192546641875932529463781
0277,374921856568437921912658734437812695126395487859764213793186542241579368685243179
0278,873261594549378621261945378386192457127534869954687132738426915495713286612859743
0279,672348951593612478184759623825961734936487215417523869758196342349275186261834597
0280,894217536673589421521463789158972643267134958439658217342896175985741362716325894
0281,438671925215943768796285143864729531357164892129538674573416289681392457942857316
0282,395782416126493578487651329573864192912375684648219753831526947269147835754938261
0283,326798541147352896859164723612975438593846172478213965731529684984631257265487319
0284,175823946293641758648957312916435827487192563532768194369584271851276439724319685
0285,921453687683172954475869132358297416216548793794631528839714265167325849542986371
0286,129745368637298451854136972765982134483517296912364587378451629291673845546829713
0287,856134927132796458974258316583427169249615873617983245325861794761349582498572631
0288,751689423849123765236574891327851649568947132194362578975216384482735916613498257
0289,851637942972485163364912857685193274493276518217548396138769425546321789729854631
0290,864917352291365847357842961125673498436189725789254136918536274573421689642798513
0291,417539682362184597958672134179326845543891276286745319721953468835467921694218753
0292,213649875894753126576182439625891743487326951931475268758934612369217584142568397
0293,316829574954376821287154639542718963163495782879632145691283457738541296425967318
0294,432189567986573142715642398849761235257834916163925874691257483328416759574398621
0295,573428916294631857861759243182564379439172568657893421728346195916285734345917682
0296,247965138956381472318274659573148926162539847489726315621497583835612794794853261
0297,519426387783519264264378519321985746956147823478263951692831475145792638837654192
0298,681597243423618579957234168798345621365172984142869735879421356234956817516783492
0299,597843162132956478846712539369284751728135694415679823674398215283561947951427386
0300,491675382532418796768239154947563821216897435853124967629781543184356279375942618
0301,451827369793416528682539741135248976869753214274961835518374692947682153326195487
0302,218796354746853129953124786392568471674231895581947632839415267427689513165372948
0303,986513427254879613713426895472138956195264738638795142567341289321987564849652371
0304,481729365362451897579638142756142938238596471194873526915367284643285719827914653
0305,765928413243516987198743625482367591631259748957481362319874256576192834824635179
0306,584312697127689354936754218342978165691245783875163429419527836763891542258436971
0307,347295168829316574615847239596732481278154693431968725964573812783421956152689347
0308,861724359942835167753619248389261475215478693476953821697382514528147936134596782
0309,142798635785634192396125748564381279273946851918572364437219586851467923629853417
0310,574391628169284735328765149257849361836517294491632587645973812982156473713428956
0311,415372896289561437367498125791834652652917348843625971578143269136259784924786513
0312,685293147371465829294718365128679453963524718547831296759182634832946571416357982
0313,184796523732415869659382174397651482468279351215834697523167948971548236846923715
0314,672841935318925476945367812831576294794238561526194783189652347267483159453719628
0315,436952718815347296729168435394681572258479163671235984962814357187523649543796821
0316,413795682685132974297648513749351268356829741821467359974216835162583497538974126
0317,126598743437261589895473216972856431684312975351749628719634852568127394243985167
0318,236958417815437926749216583198374652463582791572169348921743865384625179657891234
0319,298576143643128597175943826951732468726854931384691275539217684462385719817469352
0320,247813569651792438389645172415269387968374215723581946834927651172456893596138724
0321,539764281874231569216589374497358612328196745651427938765812493143975826982643157
0322,341957286675238914298641573839162457564873192712594368483715629126489735957326841
0323,345912678218756394796843251162385749983674125574291863821469537659137482437528916
0324,714259683293168457568473219372514968489736521156982374821395746947621835635847192
0325,542817396891653274367924158276398415139546827458271639614735982985162743723489561
0326,978612354415793286362584179851429763693857412724136598547268931236971845189345627
0327,257819643831456927694237185965148372342795861178362594419673258523984716786521439
0328,371894526492567381856312479524786913769143258183925647235678194617459832948231765
0329,731458926684912537952376148468123795175894362293567481526749813819235674347681259
0330,371425968259687431468913752627398145195246387843751629932874516584169273716532894
0331,697284153183596724452713869576432981319678245824159376748361592961825437235947618
0332,145983762398627145627451893874569321932148657561732489459376218786215934213894576
0333,934158726785362149126974385267495831341286597598713462673549218459821673812637954
0334,658172943721394685349685712164723598832519476597846321286937154913458267475261839
0335,751832946389465127246971358123798465578146239694253871832517694915624783467389512
0336,179245836246837915583196742954671283632584179817329654495712368728463591361958427
0337,475896231962315478318724965159278346784653192623941587237169854846532719591487623
0338,547839261918624735326571498483917652672358914159462387831246579764195823295783146
0339,279481536518637492364295178956874321842319657137562984495128763783946215621753849
0340,392571486158469723467283915973624851624815379815937642736158294589342167241796538
0341,193862574548397162762451938219784653456923817387516249931648725824175396675239481
0342,783654192214389567659712843367895214921437685845126379576248931432961758198573426
0343,945782613382516794761394285159248367437165928826973541213859476574621839698437152
0344,264753198985461327371982465892174653143695872756328914529846731437519286618237549
0345,418327965356981472297456381875692134139548726624713598982174653561839247743265819
0346,413975862856321947297648513129836754635417298748259136584162379372594681961783425
0347,531687924862954371479213586615842739287396415394571862728465193943128657156739248
0348,128679354973514628654238971249381765581726493367495182892147536715863249436952817
0349,682173549439582761751496328347659182215348697968721435124967853876235914593814276
0350,275984613694731528183265497851327946726149385439658172968473251512896734347512869
0351,478653219935281476612794538586172943749365821123849765267918354851437692394526187
0352,762598314835174692419623785356289147194765823287431956648957231523816479971342568
0353,345289761729164385681735924438927156257618439196543872913852647862471593574396218
0354,569842731812739465473615928246153879791486352385297146638924517157368294924571683
0355,269314875174589632385726941721958463456173289938462517892637154617245398543891726
0356,698542371317896254425173869264987135539214687871365492182659743756431928943728516
0357,947865231581239746326741859238954167765318492194627583473592618859176324612483975
0358,396218754157643892428957361284196573563784129719532486641879235832465917975321648
0359,342598761785164923169237548821659374657843192493721856218976435936415287574382619
0360,583174269249653871671982543812469735354721698967835124125397486738546912496218357
0361,734295168218634759569187342923418576675923814481756923196872435852341697347569281
0362,945372168718645392263198475389751246156429837427836951874513629591264783632987514
0363,136274589574938612928615374813749256642853197759126843487361925395482761261597438
0364,716528493482639157359714268891465732275381649634972581167853924928146375543297816
0365,438179625591264387627583941914836572385927164276451893762318459159642738843795216
0366,678423951932158674154976328549687213217394865386512749795861432421739586863245197
0367,543286917719534286862917345138769452497852631625143879986371524374625198251498763
0368,789425136316789524425613978642851793538976412971234865867142359193568247254397681
0369,153826947276491358984357216765149823812635479439278561591784632347962185628513794
0370,972461835865739142413582679657923481239814567184675923796358214341296758528147396
0371,785123964964875321312496875649257138523918647178364259251649783897532416436781592
0372,916872345427593681583416729649128573152637894738954162894365217371289456265741938
0373,642783195193452678758961324369578412825134967471629853937815246216347589584296731
0374,238674519795312468416598327987243156341756982652189734563427891824931675179865243
0375,948713265173526849625849173716435928592687431384291756869374512237158694451962387
0376,915267843278543916634819572862754391741938265593126784157482639329671458486395127
0377,612479538794853261538261947425186793987534126163792485256347819849615372371928654
0378,421386579653791428798452163874635291269178345315924687586219734932547816147863952
0379,165243879283579461974816523592637148418925736736184952857392614629451387341768295
0380,745618932312497658698235714529841367834756129167329845271583496956174283483962571
0381,627318549895274361143569278456183927781492653239756184978621435312845796564937812
0382,275143869194856723683279154829637415516924378437518692768395241942781536351462987
0383,186347925759281643423596187542769831917438256368152479674813592831925764295674318
0384,846325917937841526521976438652138749384759261179264853413587692268493175795612384
0385,257683194369147852481592763513928647642371985798465321935814276176259438824736519
0386,819536274472891356356247918234768591587914632691325487948152763765483129123679845
0387,894723615365198472172645983286374591537912864419586237943857126628431759751269348
0388,153684927624937518789512364236758491591426783847391652378169245462875139915243876
0389,529618743348759621167432598735261489284597316691843257953174862816325974472986135
0390,689714532145392786237586491468135927512679348973248615856923174794851263321467859
0391,137965248685724931249183657563217489972348165418596372324851796751639824896472513
0392,376984152512367894489152637948671325137528946625439718794815263853296471261743589
0393,493581276876239514251674398387195642615427983942368157739816425164752839528943761
0394,315678924789432156624159873943217568278596431561384792832745619197863245456921387
0395,735986214214357869689421537362798451598614723147532698826143975453279186971865342
0396,317854692849126735652937481465782319298413576173695824984571263531268947726349158
0397,487952163125368479936741258764523981892617534513489627648175392259834716371296845
0398,627491853349857621185623749761548392253169487894372165916785234472936518538214976
0399,253147968964285371187639452792316584835974216641852793528763149376491825419528637
0400,374829561925416783168375429597164832432987615816253947751642398683591274249738156
0401,548216973162973548379458126893125764256847319417639852635794281981562437724381695
0402,173859264982461375546327891491683527235794186867512439319246758628175943754938612
0403,879265134234819765561374829653791248187423956942586371715942683398657412426138597
0404,413827965782596143956143827578461392391275486624389571147952638865734219239618754
0405,592813674473965218681274593326581749157649382948327156734192865269758431815436927
0406,874569231916423578532178469425716893183294756769835124291647385657381942348952617
0407,867254193541739826392681574283176945976542318154398267719865432625413789438927651
0408,631582947725694813984713562459278631173456289862931754398167425217845396546329178
0409,317485269268937415594162378672349851845671932931528647459816723123794586786253194
0410,824935716967241583531678429795386241382417965146592837478153692619724358253869174
0411,695381274347629851821457396186793425439512687752846913914265738278134569563978142
0412,162957843398462517547183629976314258425879361813625794284796135631548972759231486
0413,524936187683712549971485263467258931392671458158349672846123795239567814715894326
0414,516794328498325176723168549932647815851239467674851293267483951189572634345916782
0415,756192483941853762283476519135647928492385176867219345678931254529764831314528697
0416,213687495897345126456129387724538961581964732639712548142873659375296814968451273
0417,573986421296314587841257369485721693132695874967843215658139742714562938329478156
0418,263897541548132796179564382691325478785416923432789615314678259956241837827953164
0419,974865213152349687368127549547981362896234751231756498483592176725618934619473825
0420,941653728352187694786429153473512986625798341198346572817265439569834217234971865
0421,457389126963412875218567493145678932896234517372195684534821769689743251721956348
0422,542836719137925468896174325675418293918253674423769581751382946384697152269541837
0423,296438571138756492574912368857391246349625817621874935915247683482163759763589124
0424,786925134421873659395146728539461872178259463264387591852694317917538246643712985
0425,179658243548312769362947581856231497734569812291784356985123674427896135613475928
0426,125637849346589127987214653674398215819725364532146978293451786758962431461873592
0427,195846732264735198738921465341289576659173824827564913413698257976452381582317649
0428,679435821458219763321678594782394615193567248564182937246751389915823476837946152
0429,623598741417326895589714236745162389231879654968435127892657413174983562356241978
0430,193546782287913465546728319871269543925384671364175298439651827758492136612837954
0431,625491387173658942948327651852934716397165824416782593534816279789243165261579438
0432,857291364294863571163745289329576418516428937478319625782654193641937852935182746
0433,632178459897465231514932786259681374483597162176243895968724513745319628321856947
0434,256934718471528369938167452563472981792681543814395276645219837389746125127853694
0435,132748956784965213596321784958136427263487591471592638815274369327619845649853172
0436,157246398246398175893715426972853641631974852485621739329167584714589263568432917
0437,945218376637594281128367954873421695461953728592786413214675839389142567756839142
0438,693851247754932186218674935321748569567193824489526371136489752972365418845217693
0439,175648392948723156623951847234195768869274531517386429456819273382567914791432685
0440,145678932637429518982351674521893746874562391369714285293185467758946123416237859
0441,416593782258647193379128456934861275582479361761235849693714528145982637827356914
0442,879416532532789614641253879263178945784965321195342786918527463327694158456831297
0443,156273984928451763743896215812634579635927841497518326261389457579142638384765192
0444,154768932238941756679523184723896541816354279495172863942685317561237498387419625
0445,378541962592678431164923875289157643637492518415836729926715384743289156851364297
0446,183259647567438291294617358835124976641795832972386514718963425459872163326541789
0447,931428576728569341546371892684793125257186439193245687372614958419852763865937214
0448,453926718961847325782513469349782156817654293625139874574391682138265947296478531
0449,264159873519873264873264195632945718147682539985731642391527486456318927728496351
0450,123845976578296413496713528754968132931527684682134759849371265215689347367452891
